step,epoch,tokens_seen,train_loss,val_loss,lr,tokens_per_sec,time
7000,0.117,229376000,3.8396,,6.88e-04,125933,2026-09-11 18:36:15
7020,0.117,230031360,3.8362,,6.88e-04,126049,2026-09-11 18:36:20
7040,0.118,230686720,3.8335,,6.88e-04,125973,2026-09-11 18:36:26
7060,0.118,231342080,3.8305,,6.88e-04,126011,2026-09-11 18:36:31
7080,0.118,231997440,3.8279,,6.88e-04,126001,2026-09-11 18:36:36
7100,0.119,232652800,3.8258,,6.88e-04,126125,2026-09-11 18:36:41
7120,0.119,233308160,3.8233,,6.87e-04,126101,2026-09-11 18:36:46
7140,0.119,233963520,3.8205,,6.87e-04,126203,2026-09-11 18:36:52
7160,0.120,234618880,3.8183,,6.87e-04,126041,2026-09-11 18:36:57
7180,0.120,235274240,3.8161,,6.87e-04,126060,2026-09-11 18:37:02
7200,0.120,235929600,3.8135,,6.87e-04,126043,2026-09-11 18:37:07
7220,0.121,236584960,3.8108,,6.87e-04,126123,2026-09-11 18:37:12
7240,0.121,237240320,3.8081,,6.87e-04,126073,2026-09-11 18:37:18
7260,0.121,237895680,3.8055,,6.87e-04,126069,2026-09-11 18:37:23
7280,0.122,238551040,3.8026,,6.87e-04,125964,2026-09-11 18:37:28
7300,0.122,239206400,3.7994,,6.87e-04,125928,2026-09-11 18:37:33
7320,0.122,239861760,3.7970,,6.86e-04,125969,2026-09-11 18:37:39
7340,0.123,240517120,3.7944,,6.86e-04,126083,2026-09-11 18:37:44
7360,0.123,241172480,3.7916,,6.86e-04,126073,2026-09-11 18:37:49
7380,0.123,241827840,3.7893,,6.86e-04,126094,2026-09-11 18:37:54
7400,0.124,242483200,3.7866,,6.86e-04,126078,2026-09-11 18:37:59
7420,0.124,243138560,3.7843,,6.86e-04,126064,2026-09-11 18:38:05
7440,0.124,243793920,3.7817,,6.86e-04,126001,2026-09-11 18:38:10
7460,0.125,244449280,3.7791,,6.86e-04,126164,2026-09-11 18:38:15
7480,0.125,245104640,3.7769,,6.86e-04,126139,2026-09-11 18:38:20
7500,0.125,245760000,3.7748,,6.85e-04,126100,2026-09-11 18:38:25
7520,0.126,246415360,3.7731,,6.85e-04,125998,2026-09-11 18:38:31
7540,0.126,247070720,3.7704,,6.85e-04,126025,2026-09-11 18:38:36
7560,0.126,247726080,3.7680,,6.85e-04,125997,2026-09-11 18:38:41
7580,0.127,248381440,3.7653,,6.85e-04,125910,2026-09-11 18:38:46
7600,0.127,249036800,3.7631,,6.85e-04,125991,2026-09-11 18:38:52
7620,0.127,249692160,3.7606,,6.85e-04,126069,2026-09-11 18:38:57
7640,0.128,250347520,3.7582,,6.85e-04,126013,2026-09-11 18:39:02
7660,0.128,251002880,3.7558,,6.85e-04,125928,2026-09-11 18:39:07
7680,0.128,251658240,3.7538,,6.85e-04,125995,2026-09-11 18:39:12
7700,0.129,252313600,3.7517,,6.84e-04,126135,2026-09-11 18:39:18
7720,0.129,252968960,3.7499,,6.84e-04,126122,2026-09-11 18:39:23
7740,0.129,253624320,3.7480,,6.84e-04,126049,2026-09-11 18:39:28
7760,0.130,254279680,3.7458,,6.84e-04,126011,2026-09-11 18:39:33
7780,0.130,254935040,3.7439,,6.84e-04,125869,2026-09-11 18:39:39
7800,0.130,255590400,3.7419,,6.84e-04,125916,2026-09-11 18:39:44
7820,0.131,256245760,3.7404,,6.84e-04,126121,2026-09-11 18:39:49
7840,0.131,256901120,3.7383,,6.84e-04,126010,2026-09-11 18:39:54
7860,0.131,257556480,3.7363,,6.84e-04,126105,2026-09-11 18:39:59
7880,0.132,258211840,3.7343,,6.83e-04,126006,2026-09-11 18:40:05
7900,0.132,258867200,3.7323,,6.83e-04,125971,2026-09-11 18:40:10
7920,0.132,259522560,3.7306,,6.83e-04,126011,2026-09-11 18:40:15
7940,0.133,260177920,3.7295,,6.83e-04,126191,2026-09-11 18:40:20
7960,0.133,260833280,3.7283,,6.83e-04,126162,2026-09-11 18:40:25
7980,0.133,261488640,3.7270,,6.83e-04,126111,2026-09-11 18:40:31
8000,0.134,262144000,3.7255,,6.83e-04,126048,2026-09-11 18:40:36
8020,0.134,262799360,3.7238,,6.83e-04,125930,2026-09-11 18:40:41
8040,0.134,263454720,3.7224,,6.83e-04,126011,2026-09-11 18:40:46
8060,0.135,264110080,3.7201,,6.82e-04,126095,2026-09-11 18:40:52
8080,0.135,264765440,3.7175,,6.82e-04,126088,2026-09-11 18:40:57
8100,0.135,265420800,3.7165,,6.82e-04,126096,2026-09-11 18:41:02
8120,0.136,266076160,3.7142,,6.82e-04,126001,2026-09-11 18:41:07
8140,0.136,266731520,3.7122,,6.82e-04,125784,2026-09-11 18:41:12
8160,0.136,267386880,3.7101,,6.82e-04,125899,2026-09-11 18:41:18
8180,0.137,268042240,3.7077,,6.82e-04,125989,2026-09-11 18:41:23
8200,0.137,268697600,3.7054,,6.82e-04,126040,2026-09-11 18:41:28
8220,0.137,269352960,3.7033,,6.81e-04,126014,2026-09-11 18:41:33
8240,0.138,270008320,3.7022,,6.81e-04,126017,2026-09-11 18:41:38
8260,0.138,270663680,3.7004,,6.81e-04,126073,2026-09-11 18:41:44
8280,0.138,271319040,3.6984,,6.81e-04,125924,2026-09-11 18:41:49
8300,0.139,271974400,3.6965,,6.81e-04,126033,2026-09-11 18:41:54
8320,0.139,272629760,3.6951,,6.81e-04,126103,2026-09-11 18:41:59
8340,0.139,273285120,3.6933,,6.81e-04,126087,2026-09-11 18:42:05
8360,0.140,273940480,3.6905,,6.81e-04,126109,2026-09-11 18:42:10
8380,0.140,274595840,3.6889,,6.81e-04,125923,2026-09-11 18:42:15
8400,0.140,275251200,3.6876,,6.80e-04,125982,2026-09-11 18:42:20
8420,0.141,275906560,3.6854,,6.80e-04,126060,2026-09-11 18:42:25
8440,0.141,276561920,3.6829,,6.80e-04,126041,2026-09-11 18:42:31
8460,0.141,277217280,3.6816,,6.80e-04,126059,2026-09-11 18:42:36
8480,0.142,277872640,3.6801,,6.80e-04,125981,2026-09-11 18:42:41
8500,0.142,278528000,3.6777,,6.80e-04,126021,2026-09-11 18:42:46
8520,0.142,279183360,3.6764,,6.80e-04,126074,2026-09-11 18:42:52
8540,0.143,279838720,3.6746,,6.80e-04,126192,2026-09-11 18:42:57
8560,0.143,280494080,3.6717,,6.79e-04,126166,2026-09-11 18:43:02
8580,0.143,281149440,3.6700,,6.79e-04,126158,2026-09-11 18:43:07
8600,0.144,281804800,3.6689,,6.79e-04,126084,2026-09-11 18:43:12
8620,0.144,282460160,3.6672,,6.79e-04,126060,2026-09-11 18:43:18
8640,0.144,283115520,3.6658,,6.79e-04,126117,2026-09-11 18:43:23
8660,0.145,283770880,3.6647,,6.79e-04,126194,2026-09-11 18:43:28
8680,0.145,284426240,3.6634,,6.79e-04,126171,2026-09-11 18:43:33
8700,0.145,285081600,3.6618,,6.79e-04,125963,2026-09-11 18:43:38
8720,0.146,285736960,3.6600,,6.78e-04,126025,2026-09-11 18:43:44
8740,0.146,286392320,3.6583,,6.78e-04,126148,2026-09-11 18:43:49
8760,0.146,287047680,3.6568,,6.78e-04,126131,2026-09-11 18:43:54
8780,0.147,287703040,3.6555,,6.78e-04,126117,2026-09-11 18:43:59
8800,0.147,288358400,3.6545,,6.78e-04,126112,2026-09-11 18:44:04
8820,0.147,289013760,3.6529,,6.78e-04,125975,2026-09-11 18:44:10
8840,0.148,289669120,3.6507,,6.78e-04,125953,2026-09-11 18:44:15
8860,0.148,290324480,3.6501,,6.78e-04,125781,2026-09-11 18:44:20
8880,0.148,290979840,3.6488,,6.77e-04,125915,2026-09-11 18:44:25
8900,0.149,291635200,3.6477,,6.77e-04,126122,2026-09-11 18:44:31
8920,0.149,292290560,3.6456,,6.77e-04,126093,2026-09-11 18:44:36
8940,0.149,292945920,3.6445,,6.77e-04,125956,2026-09-11 18:44:41
8960,0.150,293601280,3.6434,,6.77e-04,125950,2026-09-11 18:44:46
8980,0.150,294256640,3.6422,,6.77e-04,125860,2026-09-11 18:44:51
9000,0.150,294912000,3.6410,,6.77e-04,126018,2026-09-11 18:44:57
9020,0.151,295567360,3.6390,,6.76e-04,126198,2026-09-11 18:45:02
9040,0.151,296222720,3.6374,,6.76e-04,126185,2026-09-11 18:45:07
9060,0.151,296878080,3.6367,,6.76e-04,126038,2026-09-11 18:45:12
9080,0.152,297533440,3.6351,,6.76e-04,125990,2026-09-11 18:45:18
9100,0.152,298188800,3.6334,,6.76e-04,126109,2026-09-11 18:45:23
9120,0.152,298844160,3.6325,,6.76e-04,126131,2026-09-11 18:45:28
9140,0.153,299499520,3.6306,,6.76e-04,126098,2026-09-11 18:45:33
9160,0.153,300154880,3.6294,,6.76e-04,126106,2026-09-11 18:45:38
9180,0.153,300810240,3.6276,,6.75e-04,125786,2026-09-11 18:45:44
9200,0.154,301465600,3.6269,,6.75e-04,125924,2026-09-11 18:45:49
9220,0.154,302120960,3.6252,,6.75e-04,126091,2026-09-11 18:45:54
9240,0.154,302776320,3.6237,,6.75e-04,126144,2026-09-11 18:45:59
9260,0.155,303431680,3.6223,,6.75e-04,125993,2026-09-11 18:46:04
9280,0.155,304087040,3.6209,,6.75e-04,126036,2026-09-11 18:46:10
9300,0.155,304742400,3.6200,,6.75e-04,125998,2026-09-11 18:46:15
9320,0.156,305397760,3.6181,,6.74e-04,126047,2026-09-11 18:46:20
9340,0.156,306053120,3.6164,,6.74e-04,126100,2026-09-11 18:46:25
9360,0.156,306708480,3.6159,,6.74e-04,126089,2026-09-11 18:46:31
9380,0.157,307363840,3.6149,,6.74e-04,126229,2026-09-11 18:46:36
9400,0.157,308019200,3.6134,,6.74e-04,126145,2026-09-11 18:46:41
9420,0.157,308674560,3.6122,,6.74e-04,125983,2026-09-11 18:46:46
9440,0.158,309329920,3.6110,,6.74e-04,126103,2026-09-11 18:46:51
9460,0.158,309985280,3.6104,,6.73e-04,126207,2026-09-11 18:46:57
9480,0.158,310640640,3.6086,,6.73e-04,126181,2026-09-11 18:47:02
9500,0.159,311296000,3.6066,,6.73e-04,125952,2026-09-11 18:47:07
9520,0.159,311951360,3.6051,,6.73e-04,125993,2026-09-11 18:47:12
9540,0.159,312606720,3.6043,,6.73e-04,125970,2026-09-11 18:47:17
9560,0.160,313262080,3.6028,,6.73e-04,126049,2026-09-11 18:47:23
9580,0.160,313917440,3.6016,,6.73e-04,126156,2026-09-11 18:47:28
9600,0.160,314572800,3.6003,,6.72e-04,126070,2026-09-11 18:47:33
9620,0.161,315228160,3.5992,,6.72e-04,126088,2026-09-11 18:47:38
9640,0.161,315883520,3.5979,,6.72e-04,126114,2026-09-11 18:47:44
9660,0.161,316538880,3.5968,,6.72e-04,126048,2026-09-11 18:47:49
9680,0.162,317194240,3.5950,,6.72e-04,126067,2026-09-11 18:47:54
9700,0.162,317849600,3.5943,,6.72e-04,126129,2026-09-11 18:47:59
9720,0.162,318504960,3.5931,,6.72e-04,126098,2026-09-11 18:48:04
9740,0.163,319160320,3.5920,,6.71e-04,126101,2026-09-11 18:48:10
9760,0.163,319815680,3.5908,,6.71e-04,125984,2026-09-11 18:48:15
9780,0.163,320471040,3.5896,,6.71e-04,126017,2026-09-11 18:48:20
9800,0.164,321126400,3.5886,,6.71e-04,126091,2026-09-11 18:48:25
9820,0.164,321781760,3.5873,,6.71e-04,126190,2026-09-11 18:48:30
9840,0.164,322437120,3.5863,,6.71e-04,126198,2026-09-11 18:48:36
9860,0.165,323092480,3.5857,,6.71e-04,126117,2026-09-11 18:48:41
9880,0.165,323747840,3.5849,,6.70e-04,126078,2026-09-11 18:48:46
9900,0.165,324403200,3.5839,,6.70e-04,125954,2026-09-11 18:48:51
9920,0.166,325058560,3.5824,,6.70e-04,125934,2026-09-11 18:48:57
9940,0.166,325713920,3.5807,,6.70e-04,126182,2026-09-11 18:49:02
9960,0.166,326369280,3.5804,,6.70e-04,126100,2026-09-11 18:49:07
9980,0.167,327024640,3.5803,,6.70e-04,126068,2026-09-11 18:49:12
10000,0.167,327680000,3.5797,,6.70e-04,126035,2026-09-11 18:49:17
10000,0.167,327680000,3.5797,3.4535,6.70e-04,,2026-09-11 18:49:36
10020,0.167,328335360,3.5794,,6.69e-04,126568,2026-09-11 18:49:41
10040,0.168,328990720,3.5785,,6.69e-04,126635,2026-09-11 18:49:47
10060,0.168,329646080,3.5780,,6.69e-04,126628,2026-09-11 18:49:52
10080,0.168,330301440,3.5764,,6.69e-04,126651,2026-09-11 18:49:57
10100,0.169,330956800,3.5751,,6.69e-04,126435,2026-09-11 18:50:02
10120,0.169,331612160,3.5743,,6.69e-04,126355,2026-09-11 18:50:07
10140,0.169,332267520,3.5728,,6.68e-04,126289,2026-09-11 18:50:13
10160,0.170,332922880,3.5716,,6.68e-04,126240,2026-09-11 18:50:18
10180,0.170,333578240,3.5712,,6.68e-04,126270,2026-09-11 18:50:23
10200,0.170,334233600,3.5706,,6.68e-04,126288,2026-09-11 18:50:28
10220,0.171,334888960,3.5691,,6.68e-04,126269,2026-09-11 18:50:33
10240,0.171,335544320,3.5677,,6.68e-04,126268,2026-09-11 18:50:39
10260,0.171,336199680,3.5667,,6.68e-04,126151,2026-09-11 18:50:44
10280,0.172,336855040,3.5662,,6.67e-04,126168,2026-09-11 18:50:49
10300,0.172,337510400,3.5653,,6.67e-04,126272,2026-09-11 18:50:54
10320,0.172,338165760,3.5649,,6.67e-04,126292,2026-09-11 18:50:59
10340,0.173,338821120,3.5639,,6.67e-04,126151,2026-09-11 18:51:05
10360,0.173,339476480,3.5626,,6.67e-04,126034,2026-09-11 18:51:10
10380,0.173,340131840,3.5615,,6.67e-04,126215,2026-09-11 18:51:15
10400,0.174,340787200,3.5615,,6.66e-04,126238,2026-09-11 18:51:20
10420,0.174,341442560,3.5614,,6.66e-04,126187,2026-09-11 18:51:25
10440,0.174,342097920,3.5603,,6.66e-04,126228,2026-09-11 18:51:31
10460,0.175,342753280,3.5598,,6.66e-04,126189,2026-09-11 18:51:36
10480,0.175,343408640,3.5594,,6.66e-04,126178,2026-09-11 18:51:41
10500,0.175,344064000,3.5592,,6.66e-04,126205,2026-09-11 18:51:46
10520,0.176,344719360,3.5579,,6.66e-04,126137,2026-09-11 18:51:52
10540,0.176,345374720,3.5571,,6.65e-04,126220,2026-09-11 18:51:57
10560,0.176,346030080,3.5561,,6.65e-04,126224,2026-09-11 18:52:02
10580,0.177,346685440,3.5541,,6.65e-04,126226,2026-09-11 18:52:07
10600,0.177,347340800,3.5530,,6.65e-04,126188,2026-09-11 18:52:12
10620,0.177,347996160,3.5518,,6.65e-04,126115,2026-09-11 18:52:18
10640,0.178,348651520,3.5510,,6.65e-04,126146,2026-09-11 18:52:23
10660,0.178,349306880,3.5501,,6.64e-04,126190,2026-09-11 18:52:28
10680,0.178,349962240,3.5494,,6.64e-04,126223,2026-09-11 18:52:33
10700,0.179,350617600,3.5494,,6.64e-04,126164,2026-09-11 18:52:38
10720,0.179,351272960,3.5487,,6.64e-04,126170,2026-09-11 18:52:44
10740,0.179,351928320,3.5483,,6.64e-04,125955,2026-09-11 18:52:49
10760,0.180,352583680,3.5473,,6.64e-04,126023,2026-09-11 18:52:54
10780,0.180,353239040,3.5461,,6.63e-04,126016,2026-09-11 18:52:59
10800,0.180,353894400,3.5446,,6.63e-04,126053,2026-09-11 18:53:04
10820,0.181,354549760,3.5439,,6.63e-04,126108,2026-09-11 18:53:10
10840,0.181,355205120,3.5430,,6.63e-04,126005,2026-09-11 18:53:15
10860,0.181,355860480,3.5416,,6.63e-04,126050,2026-09-11 18:53:20
10880,0.182,356515840,3.5401,,6.63e-04,126036,2026-09-11 18:53:25
10900,0.182,357171200,3.5391,,6.62e-04,126088,2026-09-11 18:53:31
10920,0.182,357826560,3.5380,,6.62e-04,126133,2026-09-11 18:53:36
10940,0.183,358481920,3.5373,,6.62e-04,126147,2026-09-11 18:53:41
10960,0.183,359137280,3.5364,,6.62e-04,126130,2026-09-11 18:53:46
10980,0.183,359792640,3.5353,,6.62e-04,125957,2026-09-11 18:53:51
11000,0.184,360448000,3.5350,,6.62e-04,125935,2026-09-11 18:53:57
11020,0.184,361103360,3.5341,,6.61e-04,126032,2026-09-11 18:54:02
11040,0.184,361758720,3.5327,,6.61e-04,126038,2026-09-11 18:54:07
11060,0.185,362414080,3.5324,,6.61e-04,126095,2026-09-11 18:54:12
11080,0.185,363069440,3.5314,,6.61e-04,126144,2026-09-11 18:54:17
11100,0.185,363724800,3.5310,,6.61e-04,125767,2026-09-11 18:54:23
11120,0.186,364380160,3.5304,,6.61e-04,125876,2026-09-11 18:54:28
11140,0.186,365035520,3.5297,,6.60e-04,126152,2026-09-11 18:54:33
11160,0.186,365690880,3.5284,,6.60e-04,126146,2026-09-11 18:54:38
11180,0.187,366346240,3.5281,,6.60e-04,126161,2026-09-11 18:54:44
11200,0.187,367001600,3.5266,,6.60e-04,126133,2026-09-11 18:54:49
11220,0.187,367656960,3.5258,,6.60e-04,126006,2026-09-11 18:54:54
11240,0.188,368312320,3.5246,,6.60e-04,126076,2026-09-11 18:54:59
11260,0.188,368967680,3.5243,,6.59e-04,126015,2026-09-11 18:55:04
11280,0.188,369623040,3.5234,,6.59e-04,126042,2026-09-11 18:55:10
11300,0.189,370278400,3.5226,,6.59e-04,126120,2026-09-11 18:55:15
11320,0.189,370933760,3.5221,,6.59e-04,126130,2026-09-11 18:55:20
11340,0.189,371589120,3.5215,,6.59e-04,126198,2026-09-11 18:55:25
11360,0.190,372244480,3.5209,,6.59e-04,126183,2026-09-11 18:55:30
11380,0.190,372899840,3.5208,,6.58e-04,126256,2026-09-11 18:55:36
11400,0.190,373555200,3.5201,,6.58e-04,126233,2026-09-11 18:55:41
11420,0.191,374210560,3.5191,,6.58e-04,126172,2026-09-11 18:55:46
11440,0.191,374865920,3.5186,,6.58e-04,126181,2026-09-11 18:55:51
11460,0.191,375521280,3.5176,,6.58e-04,126251,2026-09-11 18:55:57
11480,0.192,376176640,3.5164,,6.58e-04,126179,2026-09-11 18:56:02
11500,0.192,376832000,3.5160,,6.57e-04,125924,2026-09-11 18:56:07
11520,0.192,377487360,3.5154,,6.57e-04,126004,2026-09-11 18:56:12
11540,0.193,378142720,3.5143,,6.57e-04,126052,2026-09-11 18:56:17
11560,0.193,378798080,3.5142,,6.57e-04,126081,2026-09-11 18:56:23
11580,0.193,379453440,3.5128,,6.57e-04,126140,2026-09-11 18:56:28
11600,0.194,380108800,3.5118,,6.56e-04,126187,2026-09-11 18:56:33
11620,0.194,380764160,3.5114,,6.56e-04,126327,2026-09-11 18:56:38
11640,0.194,381419520,3.5103,,6.56e-04,126277,2026-09-11 18:56:43
11660,0.195,382074880,3.5088,,6.56e-04,126277,2026-09-11 18:56:49
11680,0.195,382730240,3.5085,,6.56e-04,126225,2026-09-11 18:56:54
11700,0.195,383385600,3.5077,,6.56e-04,126289,2026-09-11 18:56:59
11720,0.196,384040960,3.5075,,6.55e-04,126235,2026-09-11 18:57:04
11740,0.196,384696320,3.5068,,6.55e-04,126119,2026-09-11 18:57:09
11760,0.196,385351680,3.5069,,6.55e-04,126133,2026-09-11 18:57:15
11780,0.197,386007040,3.5058,,6.55e-04,126125,2026-09-11 18:57:20
11800,0.197,386662400,3.5051,,6.55e-04,126114,2026-09-11 18:57:25
11820,0.197,387317760,3.5054,,6.54e-04,126061,2026-09-11 18:57:30
11840,0.198,387973120,3.5046,,6.54e-04,126073,2026-09-11 18:57:36
11860,0.198,388628480,3.5034,,6.54e-04,126192,2026-09-11 18:57:41
11880,0.198,389283840,3.5024,,6.54e-04,126173,2026-09-11 18:57:46
11900,0.199,389939200,3.5011,,6.54e-04,126010,2026-09-11 18:57:51
11920,0.199,390594560,3.5006,,6.54e-04,126066,2026-09-11 18:57:56
11940,0.199,391249920,3.5004,,6.53e-04,126046,2026-09-11 18:58:02
11960,0.200,391905280,3.4999,,6.53e-04,126021,2026-09-11 18:58:07
11980,0.200,392560640,3.4990,,6.53e-04,126126,2026-09-11 18:58:12
12000,0.200,393216000,3.4977,,6.53e-04,126093,2026-09-11 18:58:17
12020,0.201,393871360,3.4966,,6.53e-04,126121,2026-09-11 18:58:22
12040,0.201,394526720,3.4965,,6.52e-04,126028,2026-09-11 18:58:28
12060,0.201,395182080,3.4960,,6.52e-04,125875,2026-09-11 18:58:33
12080,0.202,395837440,3.4950,,6.52e-04,125853,2026-09-11 18:58:38
12100,0.202,396492800,3.4944,,6.52e-04,125882,2026-09-11 18:58:43
12120,0.202,397148160,3.4930,,6.52e-04,125869,2026-09-11 18:58:49
12140,0.203,397803520,3.4927,,6.52e-04,125802,2026-09-11 18:58:54
12160,0.203,398458880,3.4914,,6.51e-04,125828,2026-09-11 18:58:59
12180,0.203,399114240,3.4907,,6.51e-04,125815,2026-09-11 18:59:04
12200,0.204,399769600,3.4900,,6.51e-04,125822,2026-09-11 18:59:09
12220,0.204,400424960,3.4893,,6.51e-04,125921,2026-09-11 18:59:15
12240,0.204,401080320,3.4886,,6.51e-04,126066,2026-09-11 18:59:20
12260,0.205,401735680,3.4879,,6.50e-04,126171,2026-09-11 18:59:25
12280,0.205,402391040,3.4873,,6.50e-04,126116,2026-09-11 18:59:30
12300,0.205,403046400,3.4870,,6.50e-04,125924,2026-09-11 18:59:36
12320,0.206,403701760,3.4858,,6.50e-04,125996,2026-09-11 18:59:41
12340,0.206,404357120,3.4848,,6.50e-04,125952,2026-09-11 18:59:46
12360,0.206,405012480,3.4845,,6.49e-04,126070,2026-09-11 18:59:51
12380,0.207,405667840,3.4841,,6.49e-04,126180,2026-09-11 18:59:56
12400,0.207,406323200,3.4832,,6.49e-04,126170,2026-09-11 19:00:02
12420,0.207,406978560,3.4830,,6.49e-04,126034,2026-09-11 19:00:07
12440,0.208,407633920,3.4823,,6.49e-04,126102,2026-09-11 19:00:12
12460,0.208,408289280,3.4816,,6.49e-04,126246,2026-09-11 19:00:17
12480,0.208,408944640,3.4810,,6.48e-04,126241,2026-09-11 19:00:22
12500,0.209,409600000,3.4804,,6.48e-04,126246,2026-09-11 19:00:28
12520,0.209,410255360,3.4804,,6.48e-04,126172,2026-09-11 19:00:33
12540,0.209,410910720,3.4804,,6.48e-04,126133,2026-09-11 19:00:38
12560,0.210,411566080,3.4802,,6.48e-04,126017,2026-09-11 19:00:43
12580,0.210,412221440,3.4797,,6.47e-04,126079,2026-09-11 19:00:49
12600,0.210,412876800,3.4789,,6.47e-04,126034,2026-09-11 19:00:54
12620,0.211,413532160,3.4782,,6.47e-04,125660,2026-09-11 19:00:59
12640,0.211,414187520,3.4778,,6.47e-04,125888,2026-09-11 19:01:04
12660,0.211,414842880,3.4777,,6.47e-04,126053,2026-09-11 19:01:09
12680,0.212,415498240,3.4769,,6.46e-04,126061,2026-09-11 19:01:15
12700,0.212,416153600,3.4763,,6.46e-04,125901,2026-09-11 19:01:20
12720,0.212,416808960,3.4756,,6.46e-04,126033,2026-09-11 19:01:25
12740,0.213,417464320,3.4755,,6.46e-04,126174,2026-09-11 19:01:30
12760,0.213,418119680,3.4754,,6.46e-04,126011,2026-09-11 19:01:35
12780,0.213,418775040,3.4751,,6.45e-04,126043,2026-09-11 19:01:41
12800,0.214,419430400,3.4733,,6.45e-04,126081,2026-09-11 19:01:46
12820,0.214,420085760,3.4733,,6.45e-04,126019,2026-09-11 19:01:51
12840,0.214,420741120,3.4726,,6.45e-04,126033,2026-09-11 19:01:56
12860,0.215,421396480,3.4720,,6.45e-04,125968,2026-09-11 19:02:02
12880,0.215,422051840,3.4719,,6.44e-04,125871,2026-09-11 19:02:07
12900,0.215,422707200,3.4714,,6.44e-04,125930,2026-09-11 19:02:12
12920,0.216,423362560,3.4709,,6.44e-04,126026,2026-09-11 19:02:17
12940,0.216,424017920,3.4699,,6.44e-04,126237,2026-09-11 19:02:22
12960,0.216,424673280,3.4698,,6.44e-04,126237,2026-09-11 19:02:28
12980,0.217,425328640,3.4694,,6.43e-04,126031,2026-09-11 19:02:33
13000,0.217,425984000,3.4685,,6.43e-04,126017,2026-09-11 19:02:38
13020,0.217,426639360,3.4676,,6.43e-04,126215,2026-09-11 19:02:43
13040,0.218,427294720,3.4676,,6.43e-04,126144,2026-09-11 19:02:48
13060,0.218,427950080,3.4666,,6.43e-04,125967,2026-09-11 19:02:54
13080,0.218,428605440,3.4659,,6.42e-04,125950,2026-09-11 19:02:59
13100,0.219,429260800,3.4652,,6.42e-04,126052,2026-09-11 19:03:04
13120,0.219,429916160,3.4652,,6.42e-04,126188,2026-09-11 19:03:09
13140,0.219,430571520,3.4645,,6.42e-04,126111,2026-09-11 19:03:15
13160,0.220,431226880,3.4644,,6.42e-04,126027,2026-09-11 19:03:20
13180,0.220,431882240,3.4639,,6.41e-04,126111,2026-09-11 19:03:25
13200,0.220,432537600,3.4631,,6.41e-04,126165,2026-09-11 19:03:30
13220,0.221,433192960,3.4624,,6.41e-04,126248,2026-09-11 19:03:35
13240,0.221,433848320,3.4629,,6.41e-04,126249,2026-09-11 19:03:41
13260,0.221,434503680,3.4619,,6.41e-04,126250,2026-09-11 19:03:46
13280,0.222,435159040,3.4620,,6.40e-04,126157,2026-09-11 19:03:51
13300,0.222,435814400,3.4618,,6.40e-04,126154,2026-09-11 19:03:56
13320,0.222,436469760,3.4614,,6.40e-04,126199,2026-09-11 19:04:01
13340,0.223,437125120,3.4610,,6.40e-04,126164,2026-09-11 19:04:07
13360,0.223,437780480,3.4608,,6.40e-04,126174,2026-09-11 19:04:12
13380,0.223,438435840,3.4608,,6.39e-04,126133,2026-09-11 19:04:17
13400,0.224,439091200,3.4603,,6.39e-04,126154,2026-09-11 19:04:22
13420,0.224,439746560,3.4599,,6.39e-04,126163,2026-09-11 19:04:27
13440,0.224,440401920,3.4597,,6.39e-04,125979,2026-09-11 19:04:33
13460,0.225,441057280,3.4592,,6.39e-04,125999,2026-09-11 19:04:38
13480,0.225,441712640,3.4583,,6.38e-04,125937,2026-09-11 19:04:43
13500,0.225,442368000,3.4578,,6.38e-04,126276,2026-09-11 19:04:48
13520,0.226,443023360,3.4576,,6.38e-04,126247,2026-09-11 19:04:54
13540,0.226,443678720,3.4578,,6.38e-04,126127,2026-09-11 19:04:59
13560,0.226,444334080,3.4562,,6.38e-04,126030,2026-09-11 19:05:04
13580,0.227,444989440,3.4559,,6.37e-04,126278,2026-09-11 19:05:09
13600,0.227,445644800,3.4557,,6.37e-04,126248,2026-09-11 19:05:14
13620,0.227,446300160,3.4548,,6.37e-04,126234,2026-09-11 19:05:20
13640,0.228,446955520,3.4543,,6.37e-04,126192,2026-09-11 19:05:25
13660,0.228,447610880,3.4533,,6.36e-04,126113,2026-09-11 19:05:30
13680,0.228,448266240,3.4532,,6.36e-04,126133,2026-09-11 19:05:35
13700,0.229,448921600,3.4528,,6.36e-04,126065,2026-09-11 19:05:40
13720,0.229,449576960,3.4520,,6.36e-04,126081,2026-09-11 19:05:46
13740,0.229,450232320,3.4518,,6.36e-04,126130,2026-09-11 19:05:51
13760,0.230,450887680,3.4520,,6.35e-04,126159,2026-09-11 19:05:56
13780,0.230,451543040,3.4517,,6.35e-04,126161,2026-09-11 19:06:01
13800,0.230,452198400,3.4507,,6.35e-04,126197,2026-09-11 19:06:07
